id,ts,country,cat,value
7722,2024-10-22,FR,C,99.76
7723,2024-01-11,DE,A,108.48
7724,2024-11-19,US,B,81.38
7725,2024-09-03,IL,B,64.71
7726,2024-01-03,US,B,129.86
7727,2024-05-05,US,A,75.01
7728,2024-03-21,IL,A,127.03
7729,2024-12-12,IN,A,89.28
7730,2024-07-21,GB,B,122.59
7731,2024-04-28,DE,B,121.28
7732,2024-04-11,IL,C,98.3
7733,2024-07-24,US,B,98.43
7734,2024-01-02,IL,C,89.87
7735,2024-04-03,DE,C,100.67
7736,2024-03-01,GB,A,105.11
7737,2024-08-14,IL,A,132.28
7738,2024-09-01,IN,C,72.94
7739,2024-06-19,GB,B,97.91
7740,2024-02-21,US,A,111.3
7741,2024-05-15,IN,A,80.59
7742,2024-11-03,US,A,117.64
7743,2024-03-15,IN,A,119.3
7744,2024-02-29,DE,C,112.86
7745,2024-02-10,IL,A,93.95
7746,2024-10-25,IL,B,113.36
7747,2024-02-13,DE,C,98.01
7748,2024-07-31,GB,C,94.39
7749,2024-12-30,GB,A,112.26
7750,2024-08-22,IL,A,92.8
7751,2024-05-30,GB,A,114.2
7752,2024-03-16,IL,A,113.96
7753,2024-01-01,IL,A,116.81
7754,2024-02-26,US,B,89.07
7755,2024-12-13,GB,A,109.07
7756,2024-02-22,DE,A,95.87
7757,2024-01-08,IL,A,132.04
7758,2024-10-24,FR,A,80.51
7759,2024-06-01,GB,A,102.42
7760,2024-05-10,US,A,98.98
7761,2024-09-18,IL,B,100.72
7762,2024-07-09,IL,B,81.02
7763,2024-11-29,US,A,88.9
7764,2024-06-19,US,B,79.4
7765,2024-09-17,GB,C,78.81
7766,2024-11-16,US,B,95.07
7767,2024-06-18,GB,B,135.13
7768,2024-04-13,IN,B,113.31
7769,2024-12-21,US,A,90.43
7770,2024-03-23,IL,C,97.92
7771,2024-01-15,US,B,82.76
7772,2024-07-30,FR,B,60.35
7773,2024-12-26,IL,B,100.81
7774,2024-02-01,DE,A,96.88
7775,2024-11-06,GB,A,97.41
7776,2024-10-30,GB,B,93.6
7777,2024-12-05,DE,B,92.77
7778,2024-06-02,GB,C,107.64
7779,2024-04-02,IN,B,83.57
7780,2024-07-05,DE,A,101.42
7781,2024-02-21,US,A,74.13
7782,2024-11-03,GB,A,128.75
7783,2024-08-30,GB,B,111.52
7784,2024-06-25,DE,B,90.3
7785,2024-07-07,FR,A,94.87
7786,2024-09-16,IL,A,111.97
7787,2024-07-09,DE,B,114.05
7788,2024-11-02,GB,C,91.87
7789,2024-12-03,GB,A,91.79
7790,2024-12-12,US,B,91.04
7791,2024-08-14,US,A,111.0
7792,2024-09-28,IL,A,95.93
7793,2024-04-23,IL,B,108.12
7794,2024-01-14,GB,C,105.93
7795,2024-05-26,US,A,93.82
7796,2024-11-14,GB,A,80.28
7797,2024-02-18,DE,A,115.85
7798,2024-07-18,FR,B,102.14
7799,2024-03-11,DE,A,102.97
7800,2024-06-05,GB,A,99.79
7801,2024-02-22,IL,B,81.44
7802,2024-09-25,US,B,94.0
7803,2024-10-22,DE,A,104.05
7804,2024-10-03,IL,B,92.13
7805,2024-09-14,US,C,105.62
7806,2024-03-26,IN,B,98.11
7807,2024-07-12,FR,B,79.36
7808,2024-02-08,US,A,72.39
7809,2024-05-16,FR,A,106.07
7810,2024-07-03,US,A,88.06
7811,2024-09-01,IL,A,95.61
7812,2024-02-05,US,B,87.46
7813,2024-10-23,US,A,115.55
7814,2024-06-16,IL,B,79.68
7815,2024-11-17,DE,C,113.74
7816,2024-07-11,US,A,78.89
7817,2024-07-18,US,A,108.55
7818,2024-09-09,US,B,97.63
7819,2024-10-26,US,A,101.34
7820,2024-02-27,DE,A,104.28
7821,2024-07-05,US,A,97.37
7822,2024-01-11,DE,C,110.24
7823,2024-06-22,IL,B,93.58
7824,2024-10-23,US,A,81.88
7825,2024-11-11,FR,B,92.9
7826,2024-04-13,FR,A,93.56
7827,2024-05-21,FR,A,103.45
7828,2024-07-20,IL,B,82.88
7829,2024-05-24,US,B,113.87
7830,2024-03-05,DE,C,119.84
7831,2024-04-21,IN,B,95.6
7832,2024-05-27,IL,B,108.46
7833,2024-07-08,FR,C,131.44
7834,2024-12-02,IL,A,102.45
7835,2024-07-17,IN,B,81.11
7836,2024-05-21,US,C,95.07
7837,2024-08-29,IL,B,90.26
7838,2024-10-09,IL,A,103.39
7839,2024-06-06,FR,C,117.95
7840,2024-06-27,FR,A,73.33
7841,2024-03-20,FR,A,120.11
7842,2024-11-11,FR,B,103.78
7843,2024-11-12,IL,A,110.56
7844,2024-03-04,US,A,106.48
7845,2024-05-06,GB,A,90.53
7846,2024-04-09,US,A,107.23
7847,2024-12-02,US,A,115.37
7848,2024-01-24,US,A,118.42
7849,2024-03-16,IL,A,116.74
7850,2024-04-24,IL,C,92.61
7851,2024-07-23,FR,A,119.9
7852,2024-03-31,DE,B,115.88
7853,2024-07-14,US,C,113.9
7854,2024-09-29,US,A,82.3
7855,2024-10-29,GB,C,92.08
7856,2024-02-06,GB,B,102.19
7857,2024-02-20,GB,C,112.9
7858,2024-02-04,US,A,78.35
7859,2024-11-28,IN,B,82.99
7860,2024-08-26,GB,A,101.64
7861,2024-07-12,IL,C,84.03
7862,2024-10-15,FR,A,94.36
7863,2024-08-01,US,A,98.35
7864,2024-03-26,FR,B,69.75
7865,2024-07-05,GB,A,103.44
7866,2024-09-13,IL,A,97.3
7867,2024-01-14,US,A,76.72
7868,2024-08-09,IL,A,90.96
7869,2024-06-30,FR,A,111.37
7870,2024-01-26,FR,A,94.46
7871,2024-04-06,IL,A,99.76
7872,2024-06-12,IN,B,103.7
7873,2024-05-05,US,A,71.33
7874,2024-04-15,US,B,120.92
7875,2024-08-24,US,B,106.46
7876,2024-05-27,GB,B,105.84
7877,2024-06-30,GB,B,109.28
7878,2024-10-18,GB,B,98.39
7879,2024-02-04,GB,B,99.38
7880,2024-05-11,IL,A,133.85
7881,2024-01-27,US,A,78.1
7882,2024-12-04,DE,A,108.93
7883,2024-03-08,IL,A,84.12
7884,2024-10-26,DE,A,120.7
7885,2024-03-10,US,A,101.08
7886,2024-04-28,IL,B,78.75
7887,2024-08-10,IL,A,107.76
7888,2024-10-30,US,B,115.79
7889,2024-03-05,IN,B,104.96
7890,2024-03-18,US,A,113.12
7891,2024-11-17,IN,A,121.28
7892,2024-04-27,US,A,111.71
7893,2024-03-17,GB,A,93.46
7894,2024-09-28,DE,C,120.29
7895,2024-02-03,US,C,106.93
7896,2024-11-12,US,A,92.58
7897,2024-11-15,IL,B,106.56
7898,2024-11-08,GB,C,106.03
7899,2024-04-17,US,A,102.01
7900,2024-02-11,US,A,79.93
7901,2024-06-04,FR,A,117.88
7902,2024-05-02,DE,A,111.3
7903,2024-12-16,IL,A,91.12
7904,2024-08-18,US,A,107.6
7905,2024-12-10,DE,A,105.1
7906,2024-10-01,US,C,76.66
7907,2024-09-17,DE,A,98.82
7908,2024-02-10,US,A,104.83
7909,2024-01-26,IN,B,124.82
7910,2024-01-17,DE,B,101.44
7911,2024-08-04,DE,A,125.54
7912,2024-03-14,GB,B,96.02
7913,2024-12-27,IN,A,96.9
7914,2024-02-18,GB,A,75.49
7915,2024-12-11,DE,C,99.29
7916,2024-08-31,GB,C,94.29
7917,2024-02-08,US,A,91.84
7918,2024-01-22,GB,A,92.37
7919,2024-05-24,FR,A,85.86
7920,2024-05-03,DE,C,86.6
7921,2024-04-25,GB,B,100.34
7922,2024-07-11,FR,B,109.49
7923,2024-02-17,FR,C,120.77
7924,2024-02-17,IN,A,105.82
7925,2024-09-10,FR,C,76.44
7926,2024-12-27,US,C,104.75
7927,2024-04-09,US,B,120.02
7928,2024-12-06,DE,A,104.35
7929,2024-05-05,US,C,118.43
7930,2024-05-02,FR,A,95.17
7931,2024-02-02,GB,A,91.47
7932,2024-06-03,US,A,92.12
7933,2024-06-30,IN,A,107.88
7934,2024-08-30,FR,B,86.46
7935,2024-02-27,IN,A,95.6
7936,2024-03-09,US,B,105.96
7937,2024-06-06,IL,A,120.21
7938,2024-01-26,DE,A,87.51
7939,2024-02-22,GB,A,121.43
7940,2024-08-17,IN,A,122.43
7941,2024-12-14,GB,C,84.11
7942,2024-07-28,US,A,92.97
7943,2024-02-22,IL,A,91.59
7944,2024-12-27,FR,B,85.18
7945,2024-07-09,US,B,103.89
7946,2024-09-18,IN,B,113.04
7947,2024-03-12,FR,B,101.12
7948,2024-07-30,GB,A,99.26
7949,2024-01-28,IN,B,124.14
7950,2024-08-16,US,A,92.37
7951,2024-03-14,IL,A,102.1
7952,2024-11-27,FR,A,98.57
7953,2024-01-20,GB,A,89.46
7954,2024-08-26,FR,C,88.25
7955,2024-02-20,US,C,104.83
7956,2024-09-07,DE,B,124.2
7957,2024-06-29,US,B,106.78
7958,2024-12-19,IL,C,84.85
7959,2024-08-25,IN,A,89.65
7960,2024-05-15,US,B,103.01
7961,2024-02-01,US,A,90.25
7962,2024-08-05,IL,C,105.07
7963,2024-06-09,GB,B,108.3
7964,2024-01-20,US,B,94.73
7965,2024-07-31,US,A,66.95
7966,2024-03-17,IL,B,99.47
7967,2024-03-26,DE,A,114.98
7968,2024-01-04,US,B,106.21
7969,2024-05-15,GB,A,123.49
7970,2024-03-20,GB,A,111.65
7971,2024-01-27,DE,A,92.67
7972,2024-06-07,US,A,91.74
7973,2024-03-21,DE,A,96.02
7974,2024-02-18,US,A,94.17
7975,2024-06-19,IL,A,103.04
7976,2024-01-24,GB,A,82.81
7977,2024-12-27,US,A,89.08
7978,2024-06-20,US,A,95.37
7979,2024-12-29,US,B,100.31
7980,2024-11-17,US,C,111.92
7981,2024-12-23,US,A,93.24
7982,2024-07-17,IL,A,68.06
7983,2024-06-03,GB,B,114.93
7984,2024-09-19,US,C,96.09
7985,2024-01-30,IL,C,96.67
7986,2024-11-02,IN,A,111.58
7987,2024-04-28,DE,A,116.51
7988,2024-01-03,GB,B,106.28
7989,2024-03-27,IL,C,100.37
7990,2024-03-29,US,B,96.29
7991,2024-01-06,US,A,84.6
7992,2024-09-01,GB,A,103.89
7993,2024-02-04,GB,A,82.39
7994,2024-11-05,IL,A,99.43
7995,2024-06-14,IL,A,128.52
7996,2024-09-19,IL,C,78.81
7997,2024-05-03,US,B,106.32
7998,2024-02-18,US,A,94.09
7999,2024-03-06,IN,B,88.58
8000,2024-08-23,US,A,92.77
8001,2024-09-18,US,A,101.65
8002,2024-04-07,FR,A,134.72
8003,2024-05-10,IL,C,112.35
8004,2024-12-10,IN,B,109.36
8005,2024-11-06,US,A,92.17
8006,2024-05-30,GB,A,84.13
8007,2024-03-28,US,A,88.92
8008,2024-04-19,US,A,118.69
8009,2024-07-15,DE,C,92.35
8010,2024-07-25,GB,C,103.72
8011,2024-03-08,IL,B,100.71
8012,2024-01-25,US,A,102.25
8013,2024-06-29,IL,A,98.46
8014,2024-10-18,US,A,107.66
8015,2024-02-25,GB,A,89.02
8016,2024-05-29,IN,C,109.59
8017,2024-02-28,FR,A,130.42
8018,2024-03-29,IL,B,100.63
8019,2024-08-11,DE,A,95.2
8020,2024-04-14,DE,B,97.82
8021,2024-04-06,US,C,111.51
8022,2024-12-29,IL,A,82.16
8023,2024-03-03,FR,A,118.51
8024,2024-03-10,GB,A,101.83
8025,2024-12-05,IL,A,105.65
8026,2024-07-19,GB,A,98.7
8027,2024-01-16,GB,C,100.18
8028,2024-06-04,IN,A,86.6
8029,2024-07-25,IN,A,86.55
8030,2024-04-02,US,B,81.43
8031,2024-07-19,IL,A,78.87
8032,2024-08-24,GB,B,118.58
8033,2024-04-01,GB,A,97.82
8034,2024-10-23,US,A,105.8
8035,2024-06-14,DE,C,106.14
8036,2024-12-17,GB,C,102.09
8037,2024-02-02,US,A,110.98
8038,2024-04-28,US,B,120.24
8039,2024-09-20,IL,B,102.02
8040,2024-11-22,IL,A,89.96
8041,2024-03-21,DE,A,118.08
8042,2024-12-23,US,B,78.44
8043,2024-03-11,GB,B,109.92
8044,2024-05-31,US,B,102.27
8045,2024-04-24,GB,A,109.7
8046,2024-06-03,US,B,83.87
8047,2024-11-25,GB,A,110.34
8048,2024-09-24,IL,B,95.52
8049,2024-10-17,FR,A,91.87
8050,2024-04-02,US,B,123.27
8051,2024-12-11,DE,A,115.41
8052,2024-06-07,US,B,107.02
8053,2024-08-25,US,B,104.36
8054,2024-09-11,FR,A,87.8
8055,2024-08-29,US,A,88.75
8056,2024-08-07,IN,B,108.12
8057,2024-06-24,DE,A,82.66
8058,2024-08-24,US,B,116.65
8059,2024-11-26,IN,A,118.75
8060,2024-05-22,US,A,115.95
8061,2024-07-05,GB,A,109.32
8062,2024-03-06,US,A,86.9
8063,2024-05-09,DE,B,86.26
8064,2024-10-08,GB,B,119.73
8065,2024-08-21,US,A,105.85
8066,2024-03-18,FR,A,111.18
8067,2024-07-18,US,A,119.08
8068,2024-10-23,FR,C,130.85
8069,2024-02-15,US,A,88.0
8070,2024-01-23,US,C,119.19
8071,2024-05-23,US,B,75.51
8072,2024-08-27,DE,C,95.42
8073,2024-04-24,IN,A,82.28
8074,2024-10-26,IN,C,107.89
8075,2024-11-05,FR,C,126.85
8076,2024-07-13,GB,A,89.39
8077,2024-05-18,GB,C,74.46
8078,2024-01-16,DE,A,85.39
8079,2024-10-26,US,A,81.97
8080,2024-11-22,FR,A,62.44
8081,2024-06-10,US,A,107.8
8082,2024-07-07,GB,B,105.27
8083,2024-10-02,IL,B,91.17
8084,2024-09-10,US,A,107.12
8085,2024-02-19,GB,A,109.89
8086,2024-09-02,US,A,123.64
8087,2024-12-03,IN,B,104.59
8088,2024-10-01,IN,A,84.48
8089,2024-06-24,DE,A,111.18
8090,2024-07-09,FR,B,84.92
8091,2024-04-04,US,B,105.22
8092,2024-08-29,IL,B,124.82
8093,2024-03-29,GB,C,103.67
8094,2024-05-04,US,B,110.9
8095,2024-04-06,US,A,77.53
8096,2024-05-02,IL,C,120.27
8097,2024-05-13,FR,B,59.78
8098,2024-01-31,FR,A,126.15
8099,2024-09-18,US,B,131.34
8100,2024-06-09,US,A,95.74
8101,2024-12-12,GB,A,93.22
8102,2024-03-07,US,A,98.0
8103,2024-09-01,US,A,117.63
8104,2024-03-06,US,A,76.49
8105,2024-07-18,GB,B,96.91
8106,2024-06-28,US,A,105.21
8107,2024-06-12,US,A,124.03
8108,2024-08-26,DE,B,85.26
8109,2024-10-29,US,A,108.97
8110,2024-04-25,IN,B,104.11
8111,2024-11-06,GB,B,115.27
8112,2024-03-08,DE,A,114.23
8113,2024-04-16,IL,B,90.54
8114,2024-04-23,US,A,146.15
8115,2024-12-13,DE,B,122.81
8116,2024-02-13,US,A,83.67
8117,2024-05-24,DE,A,89.4
8118,2024-06-03,US,A,111.31
8119,2024-10-19,FR,A,92.85
8120,2024-06-26,US,B,98.0
8121,2024-12-18,DE,A,125.92
8122,2024-09-27,US,A,117.25
8123,2024-09-13,US,A,94.92
8124,2024-10-01,IL,C,96.69
8125,2024-02-28,IL,C,69.33
8126,2024-06-12,IN,C,106.89
8127,2024-08-01,US,B,68.0
8128,2024-03-17,US,A,84.51
8129,2024-02-13,DE,B,81.94
8130,2024-02-19,US,B,115.55
8131,2024-10-15,GB,C,105.11
8132,2024-08-27,US,B,109.12
8133,2024-04-12,GB,B,79.13
8134,2024-09-26,FR,B,119.49
8135,2024-09-10,US,C,100.59
8136,2024-10-25,IL,A,81.08
8137,2024-11-28,IL,C,93.81
8138,2024-11-18,DE,A,126.48
8139,2024-03-07,IL,A,89.03
8140,2024-10-07,DE,A,105.27
8141,2024-05-23,FR,A,101.01
8142,2024-05-27,DE,B,89.84
8143,2024-08-24,DE,A,108.57
8144,2024-08-07,GB,A,107.26
8145,2024-06-02,IL,A,98.15
8146,2024-12-30,IL,A,97.52
8147,2024-03-04,US,B,85.41
8148,2024-02-05,US,A,76.02
8149,2024-01-11,US,C,112.83
8150,2024-10-24,IL,A,89.98
8151,2024-05-28,GB,A,107.07
8152,2024-06-08,US,C,104.99
8153,2024-08-24,FR,A,101.67
8154,2024-06-07,US,B,130.14
8155,2024-07-28,US,B,80.15
8156,2024-01-22,US,B,96.17
8157,2024-02-27,IL,C,99.48
8158,2024-12-06,US,A,108.12
8159,2024-06-13,US,B,98.23
8160,2024-03-02,DE,B,88.6
8161,2024-05-14,IL,A,78.72
8162,2024-05-02,IL,A,95.23
8163,2024-04-10,US,A,81.82
8164,2024-04-17,IL,A,111.71
8165,2024-09-23,US,B,79.11
8166,2024-02-08,US,B,103.24
8167,2024-04-23,DE,A,123.07
8168,2024-06-19,DE,A,118.28
8169,2024-07-16,IN,A,104.23
8170,2024-11-17,GB,A,97.68
8171,2024-12-02,US,A,112.82
8172,2024-04-18,US,B,125.51
8173,2024-07-15,GB,A,85.38
8174,2024-01-09,US,B,78.99
8175,2024-08-13,IL,A,84.24
8176,2024-02-25,FR,A,92.46
8177,2024-01-27,DE,A,96.37
8178,2024-09-02,US,A,126.24
8179,2024-03-06,US,C,102.87
8180,2024-06-23,US,C,93.25
8181,2024-02-06,US,A,125.16
8182,2024-09-29,US,C,97.82
8183,2024-10-06,DE,A,113.4
8184,2024-07-28,IL,B,86.12
8185,2024-11-01,US,A,118.81
8186,2024-06-08,US,B,96.86
8187,2024-03-09,IN,C,95.71
8188,2024-02-25,US,C,72.61
8189,2024-03-21,US,C,91.13
8190,2024-03-14,DE,A,79.99
8191,2024-04-27,US,B,102.78
8192,2024-03-19,US,A,85.04
8193,2024-08-03,US,A,74.78
8194,2024-02-24,IN,A,108.79
8195,2024-08-14,DE,A,88.73
8196,2024-05-01,DE,B,88.0
8197,2024-09-07,GB,B,138.2
8198,2024-07-06,DE,A,90.28
8199,2024-11-26,US,C,114.84
8200,2024-06-09,IL,A,81.9
8201,2024-04-17,IL,C,104.38
8202,2024-08-03,IL,B,108.93
8203,2024-08-28,GB,A,72.83
8204,2024-06-09,US,B,79.97
8205,2024-07-23,US,A,117.83
8206,2024-06-20,IL,A,93.6
8207,2024-04-21,US,C,101.05
8208,2024-04-24,IN,A,116.04
8209,2024-11-27,IL,C,119.48
8210,2024-09-03,US,B,90.53
8211,2024-02-04,DE,B,99.6
8212,2024-12-17,GB,A,92.06
8213,2024-09-16,IL,C,96.92
8214,2024-01-19,IL,A,90.44
8215,2024-09-22,FR,C,93.52
8216,2024-08-03,US,A,129.67
8217,2024-11-30,DE,B,92.03
8218,2024-06-27,DE,A,59.4
8219,2024-07-08,GB,B,95.99
8220,2024-04-24,GB,C,73.21
8221,2024-04-27,IN,A,104.88
8222,2024-08-13,US,A,97.07
8223,2024-10-29,GB,B,131.59
8224,2024-11-21,FR,A,114.91
8225,2024-10-08,IL,A,67.63
8226,2024-08-10,IN,C,80.16
8227,2024-07-01,GB,A,95.14
8228,2024-05-03,GB,C,103.59
8229,2024-10-07,US,A,113.73
8230,2024-04-26,US,B,108.42
8231,2024-04-07,IN,A,107.68
8232,2024-11-12,IN,B,92.23
8233,2024-08-03,US,B,94.48
8234,2024-05-09,US,A,104.78
8235,2024-11-11,DE,A,104.72
8236,2024-12-17,US,B,106.76
8237,2024-04-26,DE,A,86.61
8238,2024-07-09,IN,A,98.96
8239,2024-06-25,US,A,114.43
8240,2024-09-13,FR,A,90.84
8241,2024-12-13,DE,A,107.38
8242,2024-07-19,US,B,86.5
8243,2024-10-18,IL,B,98.94
8244,2024-08-05,DE,A,109.21
8245,2024-11-19,GB,B,112.15
8246,2024-05-27,DE,A,86.79
8247,2024-05-20,IN,A,53.11
8248,2024-06-03,US,B,120.34
8249,2024-12-29,IN,A,119.01
8250,2024-08-11,DE,B,70.6
8251,2024-02-25,IL,C,107.32
8252,2024-01-15,US,B,101.42
8253,2024-07-08,US,A,120.57
8254,2024-10-21,IL,B,119.12
8255,2024-06-23,IN,C,113.98
8256,2024-07-23,GB,B,95.16
8257,2024-10-18,US,B,63.92
8258,2024-07-07,US,A,106.56
8259,2024-11-27,IL,B,82.99
8260,2024-08-20,GB,A,72.89
8261,2024-09-23,GB,B,143.4
8262,2024-10-12,US,B,89.24
8263,2024-08-16,US,A,107.93
8264,2024-01-19,US,C,113.07
8265,2024-06-05,DE,B,106.59
8266,2024-02-21,US,B,57.21
8267,2024-07-05,US,B,122.42
8268,2024-02-22,GB,C,99.32
8269,2024-07-04,IL,B,106.73
8270,2024-05-05,IN,B,89.03
8271,2024-01-08,GB,B,86.39
8272,2024-02-15,US,C,87.21
8273,2024-07-02,US,B,87.99
8274,2024-01-29,DE,C,90.79
8275,2024-11-08,FR,B,118.3
8276,2024-10-03,IL,A,93.5
8277,2024-09-15,IN,C,108.05
8278,2024-03-03,GB,B,91.16
8279,2024-10-17,DE,B,106.02
8280,2024-08-19,US,B,99.38
8281,2024-05-22,US,B,90.72
8282,2024-01-01,IL,B,78.92
8283,2024-07-12,US,C,105.74
8284,2024-10-17,GB,B,85.17
8285,2024-01-13,IL,B,107.41
8286,2024-01-20,US,B,76.33
8287,2024-05-19,GB,B,89.22
8288,2024-07-05,DE,B,67.14
8289,2024-06-22,US,C,84.59
8290,2024-06-04,DE,B,92.86
8291,2024-04-03,FR,A,119.74
8292,2024-01-22,IL,A,121.4
8293,2024-01-12,US,A,115.08
8294,2024-02-06,FR,B,108.48
8295,2024-09-08,FR,A,102.56
8296,2024-10-13,US,C,90.53
8297,2024-06-07,US,A,96.27
8298,2024-01-29,DE,C,89.5
8299,2024-05-31,US,C,115.84
8300,2024-12-25,IN,C,93.5
8301,2024-04-01,US,A,116.55
8302,2024-06-28,FR,A,78.88
8303,2024-07-15,IN,B,122.75
8304,2024-04-30,US,C,88.72
8305,2024-06-08,DE,B,93.28
8306,2024-06-21,US,A,103.78
8307,2024-06-22,DE,A,78.99
8308,2024-09-18,IN,A,99.59
8309,2024-07-31,IN,B,92.96
8310,2024-01-20,IL,C,117.7
8311,2024-01-03,GB,A,90.17
8312,2024-05-29,GB,C,120.93
8313,2024-11-27,US,B,101.7
8314,2024-01-14,GB,A,87.88
8315,2024-01-26,US,A,104.0
8316,2024-09-04,IN,B,102.14
8317,2024-06-13,GB,A,83.96
8318,2024-03-25,DE,A,93.03
8319,2024-03-16,IL,C,101.1
8320,2024-08-30,IN,A,118.41
8321,2024-07-10,US,C,120.09
8322,2024-08-20,IL,A,95.01
8323,2024-04-12,IL,A,113.14
8324,2024-07-11,IL,B,125.19
8325,2024-11-09,US,C,93.12
8326,2024-04-25,US,A,91.06
8327,2024-05-24,IN,A,97.45
8328,2024-02-29,GB,B,114.01
8329,2024-08-21,GB,C,109.74
8330,2024-01-12,DE,A,98.26
8331,2024-03-31,FR,B,108.48
8332,2024-09-17,DE,A,78.31
8333,2024-01-08,FR,A,82.83
8334,2024-12-27,GB,A,110.85
8335,2024-05-27,US,B,70.04
8336,2024-05-25,IN,C,88.93
8337,2024-07-14,IN,A,117.67
8338,2024-08-21,IL,B,104.49
8339,2024-06-16,IN,B,113.38
8340,2024-11-18,GB,A,98.74
8341,2024-12-17,US,A,137.41
8342,2024-03-14,US,C,127.21
8343,2024-09-14,FR,A,91.7
8344,2024-04-19,GB,A,62.09
8345,2024-12-29,US,A,92.2
8346,2024-04-02,IL,B,140.65
8347,2024-04-17,DE,A,100.83
8348,2024-09-17,IL,C,79.54
8349,2024-10-15,US,B,104.41
8350,2024-02-16,US,A,93.94
8351,2024-07-21,GB,A,83.64
8352,2024-05-06,US,C,72.9
8353,2024-08-11,DE,B,91.43
8354,2024-07-22,DE,B,97.72
8355,2024-12-25,IN,A,115.45
8356,2024-12-06,IN,A,99.59
8357,2024-08-26,IN,B,102.53
8358,2024-09-04,DE,A,82.47
8359,2024-11-24,US,B,92.55
8360,2024-03-07,US,C,100.7
8361,2024-09-21,IL,C,96.62
8362,2024-10-08,US,A,105.17
8363,2024-02-16,US,A,87.73
8364,2024-11-17,US,B,110.64
8365,2024-09-12,IL,A,120.92
8366,2024-05-06,DE,B,71.62
8367,2024-06-25,IN,B,97.36
8368,2024-06-27,IL,A,126.74
8369,2024-12-01,US,A,72.81
8370,2024-12-19,DE,B,87.92
8371,2024-10-21,IL,C,115.93
8372,2024-08-26,IN,A,102.74
8373,2024-02-08,IL,A,99.35
8374,2024-11-29,US,A,79.67
8375,2024-02-18,FR,C,107.68
8376,2024-03-01,IL,A,117.84
8377,2024-01-26,DE,A,105.34
8378,2024-12-11,US,B,91.37
8379,2024-06-29,IL,A,97.38
8380,2024-03-27,US,A,86.43
8381,2024-01-30,GB,C,94.27
8382,2024-05-30,US,B,76.48
8383,2024-09-21,US,A,92.78
8384,2024-12-29,DE,B,111.45
8385,2024-07-20,DE,B,100.55
8386,2024-08-09,US,A,97.19
8387,2024-11-01,IN,C,86.69
8388,2024-11-25,DE,A,101.78
8389,2024-04-12,IN,A,104.83
8390,2024-12-28,US,A,88.49
8391,2024-07-08,DE,B,91.99
8392,2024-12-05,IL,B,76.74
8393,2024-02-12,IL,B,112.03
8394,2024-02-05,US,B,124.9
8395,2024-11-18,US,A,92.1
8396,2024-09-02,GB,B,109.3
8397,2024-03-04,GB,A,115.07
8398,2024-11-22,US,C,98.44
8399,2024-02-07,US,B,107.16
8400,2024-09-06,US,A,87.63
8401,2024-03-15,DE,A,112.14
8402,2024-01-26,US,A,90.93
8403,2024-10-21,GB,A,104.17
8404,2024-11-05,US,B,108.6
8405,2024-02-08,FR,A,103.66
8406,2024-02-03,GB,A,112.63
8407,2024-08-12,US,A,81.65
8408,2024-01-11,GB,A,107.92
8409,2024-09-29,IN,A,97.25
8410,2024-11-30,DE,B,100.01
8411,2024-10-01,US,C,98.64
8412,2024-03-25,DE,A,97.24
8413,2024-03-10,US,B,121.31
8414,2024-09-05,IN,C,109.16
8415,2024-01-23,DE,A,61.45
8416,2024-07-15,GB,C,111.22
8417,2024-06-12,DE,C,107.89
8418,2024-09-28,US,B,89.12
8419,2024-03-14,DE,A,105.2
8420,2024-10-05,GB,B,99.63
8421,2024-09-12,IL,A,103.1
8422,2024-03-28,US,B,88.26
8423,2024-05-10,IN,B,78.73
8424,2024-01-25,US,B,119.75
8425,2024-06-13,GB,C,92.7
8426,2024-04-05,US,A,90.01
8427,2024-02-11,GB,B,107.53
8428,2024-07-23,DE,A,93.23
8429,2024-07-26,US,B,103.64
8430,2024-02-01,US,A,88.39
8431,2024-03-08,US,A,107.24
8432,2024-01-31,FR,A,114.73
8433,2024-09-04,IL,A,102.9
8434,2024-05-03,US,C,84.46
8435,2024-01-26,DE,A,105.92
8436,2024-03-10,IN,C,88.92
8437,2024-12-22,US,B,103.32
8438,2024-04-03,DE,C,71.16
8439,2024-09-06,IN,B,113.98
8440,2024-06-19,DE,A,104.15
8441,2024-03-07,IN,A,103.01
8442,2024-04-22,DE,A,115.07
8443,2024-01-06,FR,B,74.68
8444,2024-09-29,GB,B,87.84
8445,2024-05-02,US,B,94.26
8446,2024-07-01,DE,B,65.88
8447,2024-02-25,DE,A,103.72
8448,2024-10-27,US,A,83.92
8449,2024-03-20,IL,B,118.56
8450,2024-07-25,GB,B,86.79
8451,2024-11-14,US,A,116.69
8452,2024-09-17,IL,B,85.13
8453,2024-08-08,US,A,117.61
8454,2024-11-20,US,A,96.28
8455,2024-03-05,DE,A,89.54
8456,2024-12-17,US,A,126.86
8457,2024-07-22,IL,A,114.26
8458,2024-05-29,US,B,97.52
8459,2024-04-03,IN,B,74.64
8460,2024-09-28,GB,C,85.48
8461,2024-12-22,US,A,101.79
8462,2024-09-08,US,A,91.25
8463,2024-01-12,US,B,85.49
8464,2024-06-20,US,B,97.7
8465,2024-09-24,FR,B,113.24
8466,2024-05-25,DE,A,127.09
8467,2024-10-09,DE,A,86.38
8468,2024-09-15,GB,B,90.3
8469,2024-01-25,GB,B,115.91
8470,2024-07-22,IL,A,84.41
